from,to,type,confidence,reason,step
"Folder:docs","File:docs/USAGE.md","CONTAINS",1,"",0
"Folder:docs","File:docs/PRD.md","CONTAINS",1,"",0
"Folder:gui_monitor","File:gui_monitor/__main__.py","CONTAINS",1,"",0
"Folder:gui_monitor","File:gui_monitor/__init__.py","CONTAINS",1,"",0
"Folder:gui_monitor","File:gui_monitor/server.py","CONTAINS",1,"",0
"Folder:gui_monitor","File:gui_monitor/cli.py","CONTAINS",1,"",0
"Folder:gui_monitor","File:gui_monitor/chat_agent.py","CONTAINS",1,"",0
"Folder:chat_agent_data","Folder:chat_agent_data/workflows","CONTAINS",1,"",0
"Folder:chat_agent_data/workflows","File:chat_agent_data/workflows/workflow_wechat_send_message.yaml","CONTAINS",1,"",0
"Folder:chat_agent_data/workflows","File:chat_agent_data/workflows/workflow_wechat_search_contact.yaml","CONTAINS",1,"",0
"Folder:gui_monitor","Folder:gui_monitor/utils","CONTAINS",1,"",0
"Folder:gui_monitor/utils","File:gui_monitor/utils/__init__.py","CONTAINS",1,"",0
"Folder:gui_monitor/utils","File:gui_monitor/utils/dpi.py","CONTAINS",1,"",0
"Folder:gui_monitor/utils","File:gui_monitor/utils/clipboard.py","CONTAINS",1,"",0
"Folder:gui_monitor","Folder:gui_monitor/core","CONTAINS",1,"",0
"Folder:gui_monitor/core","File:gui_monitor/core/__init__.py","CONTAINS",1,"",0
"Folder:gui_monitor/core","File:gui_monitor/core/window.py","CONTAINS",1,"",0
"Folder:gui_monitor/core","File:gui_monitor/core/screen.py","CONTAINS",1,"",0
"Folder:gui_monitor/core","File:gui_monitor/core/input.py","CONTAINS",1,"",0
"File:README.md","Section:README.md:L1:Nova GUI Monitor","CONTAINS",1,"markdown-heading",0
"Section:README.md:L1:Nova GUI Monitor","Section:README.md:L7:✨ 特性","CONTAINS",1,"markdown-heading",0
"Section:README.md:L1:Nova GUI Monitor","Section:README.md:L16: 安装","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L19:克隆仓库","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L23:安装（推荐虚拟环境）","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L26:带 Chat Agent 支持","CONTAINS",1,"markdown-heading",0
"Section:README.md:L26:带 Chat Agent 支持","Section:README.md:L30: 快速开始","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L33:查看帮助","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L36:屏幕信息","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L39:截图保存","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L42:点击坐标 (500, 300)","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L45:输入中文","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L48:聚焦窗口","CONTAINS",1,"markdown-heading",0
"Section:README.md:L48:聚焦窗口","Section:README.md:L52: 命令参考","CONTAINS",1,"markdown-heading",0
"Section:README.md:L52: 命令参考","Section:README.md:L76:截图示例","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L79:全屏截图","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L82:区域截图（物理坐标 x,y,width,height）","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L85:按窗口标题截图","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L88:输出 Base64（适合 API 调用）","CONTAINS",1,"markdown-heading",0
"Section:README.md:L88:输出 Base64（适合 API 调用）","Section:README.md:L92:鼠标操作","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L95:右键点击","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L98:双击","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L101:平滑移动（0.5 秒缓动）","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L104:拖拽","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L107:滚动（正=上，负=下）","CONTAINS",1,"markdown-heading",0
"Section:README.md:L107:滚动（正=上，负=下）","Section:README.md:L111:键盘操作","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L114:按 Enter","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L117:组合键 Ctrl+C","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L120:输入中文（通过剪贴板粘贴）","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L123:通过拼音输入法","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L126:通过 Unicode SendInput","CONTAINS",1,"markdown-heading",0
"Section:README.md:L126:通过 Unicode SendInput","Section:README.md:L130:窗口管理","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L133:列出所有窗口","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L136:JSON 格式输出","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L139:聚焦窗口（模糊匹配标题）","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L142:获取窗口信息","CONTAINS",1,"markdown-heading",0
"Section:README.md:L142:获取窗口信息","Section:README.md:L146: HTTP API","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L149:启动 API 服务","CONTAINS",1,"markdown-heading",0
"Section:README.md:L149:启动 API 服务","Section:README.md:L164: Chat Agent（实验性）","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L169:设置 API Key","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L172:审核模式（推荐）— 每条回复需确认","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L175:通知模式 — 仅提醒，不回复","CONTAINS",1,"markdown-heading",0
"File:README.md","Section:README.md:L178:自动模式 — 完全自动回复（谨慎使用）","CONTAINS",1,"markdown-heading",0
"Section:README.md:L178:自动模式 — 完全自动回复（谨慎使用）","Section:README.md:L182:⚙️ 系统要求","CONTAINS",1,"markdown-heading",0
"Section:README.md:L178:自动模式 — 完全自动回复（谨慎使用）","Section:README.md:L188: License","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L1:GUI Monitor v2 — Claude Code / AI Agent 使用说明","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L1:GUI Monitor v2 — Claude Code / AI Agent 使用说明","Section:docs/USAGE.md:L7:快速开始","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L12:查看帮助","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L15:查看屏幕信息","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L18:截图","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L18:截图","Section:docs/USAGE.md:L22:所有命令","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L22:所有命令","Section:docs/USAGE.md:L24:截图","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L27:全屏截图","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L30:区域截图（物理坐标 x,y,width,height）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L33:按窗口标题截图","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L36:输出 Base64（适合 API 调用）","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L36:输出 Base64（适合 API 调用）","Section:docs/USAGE.md:L40:鼠标操作","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L43:左键单击","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L46:右键","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L49:双击","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L52:移动鼠标","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L55:平滑移动（0.5 秒）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L58:拖拽（从 100,100 到 300,200）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L61:滚轮（正=上, 负=下）","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L61:滚轮（正=上, 负=下）","Section:docs/USAGE.md:L66:键盘操作","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L69:按键","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L75:组合键","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L80:输入文本（支持中文！）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L84:ASCII 模式（逐字符按键，不走剪贴板）","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L84:ASCII 模式（逐字符按键，不走剪贴板）","Section:docs/USAGE.md:L88:窗口管理","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L91:列出所有窗口","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L94:JSON 格式输出","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L97:聚焦窗口（支持模糊匹配）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L101:获取窗口信息","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L104:获取当前前台窗口","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L104:获取当前前台窗口","Section:docs/USAGE.md:L108:屏幕信息","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L111:屏幕尺寸、DPI、显示器列表","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L114:当前鼠标位置","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L114:当前鼠标位置","Section:docs/USAGE.md:L118:HTTP API 服务（可选，兼容 v1）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L121:启动 HTTP API 服务","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L121:启动 HTTP API 服务","Section:docs/USAGE.md:L125:聊天代理（Chat Agent）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L128:监控微信联系人（审核模式 — 默认）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L131:自动回复群聊","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L134:仅通知模式（不回复，只报告新消息）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L137:使用自定义风格配置","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L140:指定发送快捷键","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L140:指定发送快捷键","Section:docs/USAGE.md:L144:风格学习","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L147:从聊天记录学习用户说话风格","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L150:指定聊天记录目录和输出路径","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L150:指定聊天记录目录和输出路径","Section:docs/USAGE.md:L154:拼音输入（中文搜索框）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L157:通过拼音输入法输入中文（适合微信搜索框等 Qt 控件）","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L160:通过 Unicode SendInput 输入（适合标准控件）","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L160:通过 Unicode SendInput 输入（适合标准控件）","Section:docs/USAGE.md:L164:常用操作示例","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L164:常用操作示例","Section:docs/USAGE.md:L166:打开程序并输入","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L169:1. 聚焦窗口","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L172:2. 输入文本","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L175:3. 保存（Ctrl+S）","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L175:3. 保存（Ctrl+S）","Section:docs/USAGE.md:L179:截图 → 分析 → 点击","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L182:1. 截图","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L185:2. AI 分析截图，确定目标坐标...","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L187:3. 点击目标","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L187:3. 点击目标","Section:docs/USAGE.md:L191:窗口操作","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L194:1. 列出窗口找目标","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L197:2. 聚焦目标窗口","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L200:3. 获取窗口位置进行区域截图","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L200:3. 获取窗口位置进行区域截图","Section:docs/USAGE.md:L205:微信群聊自动化","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L208:1. 搜索并打开群聊","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L216:2. 发送消息","CONTAINS",1,"markdown-heading",0
"File:docs/USAGE.md","Section:docs/USAGE.md:L220:3. 或使用集成代理自动监控","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L220:3. 或使用集成代理自动监控","Section:docs/USAGE.md:L224:输出格式","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L220:3. 或使用集成代理自动监控","Section:docs/USAGE.md:L237:坐标系","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L220:3. 或使用集成代理自动监控","Section:docs/USAGE.md:L245:项目结构 (v2)","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L220:3. 或使用集成代理自动监控","Section:docs/USAGE.md:L274:依赖","CONTAINS",1,"markdown-heading",0
"Section:docs/USAGE.md:L220:3. 或使用集成代理自动监控","Section:docs/USAGE.md:L288:输入法策略","CONTAINS",1,"markdown-heading",0
"File:docs/PRD.md","Section:docs/PRD.md:L1:GUI Monitor - 产品需求文档 (PRD)","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L1:GUI Monitor - 产品需求文档 (PRD)","Section:docs/PRD.md:L3:1. 产品概述","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L3:1. 产品概述","Section:docs/PRD.md:L5:1.1 产品名称","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L3:1. 产品概述","Section:docs/PRD.md:L8:1.2 产品定位","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L3:1. 产品概述","Section:docs/PRD.md:L11:1.3 目标用户","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L3:1. 产品概述","Section:docs/PRD.md:L16:1.4 核心价值","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L1:GUI Monitor - 产品需求文档 (PRD)","Section:docs/PRD.md:L23:2. 功能需求","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L23:2. 功能需求","Section:docs/PRD.md:L25:2.1 区域选择窗口","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L23:2. 功能需求","Section:docs/PRD.md:L35:2.2 悬浮工具栏","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L23:2. 功能需求","Section:docs/PRD.md:L45:2.3 HTTP API","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L23:2. 功能需求","Section:docs/PRD.md:L61:2.4 IPC 文件","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L1:GUI Monitor - 产品需求文档 (PRD)","Section:docs/PRD.md:L71:3. 技术架构","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L71:3. 技术架构","Section:docs/PRD.md:L73:3.1 技术栈","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L71:3. 技术架构","Section:docs/PRD.md:L80:3.2 项目结构","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L71:3. 技术架构","Section:docs/PRD.md:L101:3.3 关键技术点","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L101:3.3 关键技术点","Section:docs/PRD.md:L103:3.3.1 DPI 感知","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L101:3.3 关键技术点","Section:docs/PRD.md:L109:3.3.2 透明窗口","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L1:GUI Monitor - 产品需求文档 (PRD)","Section:docs/PRD.md:L116:4. 接口规范","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L116:4. 接口规范","Section:docs/PRD.md:L118:4.1 HTTP API 详细说明","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L118:4.1 HTTP API 详细说明","Section:docs/PRD.md:L120:GET /region","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L118:4.1 HTTP API 详细说明","Section:docs/PRD.md:L133:POST /click","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L118:4.1 HTTP API 详细说明","Section:docs/PRD.md:L151:POST /drag","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L118:4.1 HTTP API 详细说明","Section:docs/PRD.md:L164:POST /hotkey","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L118:4.1 HTTP API 详细说明","Section:docs/PRD.md:L173:POST /typewrite","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L1:GUI Monitor - 产品需求文档 (PRD)","Section:docs/PRD.md:L185:5. 使用场景","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L185:5. 使用场景","Section:docs/PRD.md:L187:5.1 场景一：自动化测试","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L185:5. 使用场景","Section:docs/PRD.md:L193:5.2 场景二：Claude Code 操作","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L185:5. 使用场景","Section:docs/PRD.md:L199:5.3 场景三：RPA 脚本","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L1:GUI Monitor - 产品需求文档 (PRD)","Section:docs/PRD.md:L206:6. 后续规划","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L206:6. 后续规划","Section:docs/PRD.md:L208:6.1 短期优化","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L206:6. 后续规划","Section:docs/PRD.md:L213:6.2 中期功能","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L206:6. 后续规划","Section:docs/PRD.md:L218:6.3 长期规划","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L1:GUI Monitor - 产品需求文档 (PRD)","Section:docs/PRD.md:L225:7. 更新日志","CONTAINS",1,"markdown-heading",0
"Section:docs/PRD.md:L225:7. 更新日志","Section:docs/PRD.md:L227:v0.1.0 (2025-03-25)","CONTAINS",1,"markdown-heading",0
"File:gui_monitor/__main__.py","Function:gui_monitor/__main__.py:_cleanup_old_screenshots","DEFINES",1,"",0
"File:gui_monitor/__main__.py","Variable:gui_monitor/__main__.py:project_root","DEFINES",1,"",0
"File:gui_monitor/__main__.py","Variable:gui_monitor/__main__.py:dirs","DEFINES",1,"",0
"File:gui_monitor/__main__.py","Variable:gui_monitor/__main__.py:now","DEFINES",1,"",0
"File:gui_monitor/__init__.py","Variable:gui_monitor/__init__.py:__version__","DEFINES",1,"",0
"File:gui_monitor/server.py","Class:gui_monitor/server.py:APIHandler","DEFINES",1,"",0
"File:gui_monitor/server.py","Method:gui_monitor/server.py:APIHandler.log_message","DEFINES",1,"",0
"Class:gui_monitor/server.py:APIHandler","Method:gui_monitor/server.py:APIHandler.log_message","HAS_METHOD",1,"",0
"File:gui_monitor/server.py","Method:gui_monitor/server.py:APIHandler._send_json#2","DEFINES",1,"",0
"Class:gui_monitor/server.py:APIHandler","Method:gui_monitor/server.py:APIHandler._send_json#2","HAS_METHOD",1,"",0
"File:gui_monitor/server.py","Method:gui_monitor/server.py:APIHandler._read_body#0","DEFINES",1,"",0
"Class:gui_monitor/server.py:APIHandler","Method:gui_monitor/server.py:APIHandler._read_body#0","HAS_METHOD",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:content_len","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:body","DEFINES",1,"",0
"File:gui_monitor/server.py","Method:gui_monitor/server.py:APIHandler.do_OPTIONS#0","DEFINES",1,"",0
"Class:gui_monitor/server.py:APIHandler","Method:gui_monitor/server.py:APIHandler.do_OPTIONS#0","HAS_METHOD",1,"",0
"File:gui_monitor/server.py","Method:gui_monitor/server.py:APIHandler.do_GET#0","DEFINES",1,"",0
"Class:gui_monitor/server.py:APIHandler","Method:gui_monitor/server.py:APIHandler.do_GET#0","HAS_METHOD",1,"",0
"File:gui_monitor/server.py","Method:gui_monitor/server.py:APIHandler.do_POST#0","DEFINES",1,"",0
"Class:gui_monitor/server.py:APIHandler","Method:gui_monitor/server.py:APIHandler.do_POST#0","HAS_METHOD",1,"",0
"File:gui_monitor/server.py","Method:gui_monitor/server.py:APIHandler._handle_get#0","DEFINES",1,"",0
"Class:gui_monitor/server.py:APIHandler","Method:gui_monitor/server.py:APIHandler._handle_get#0","HAS_METHOD",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:path","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:img_bytes","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:windows","DEFINES",1,"",0
"File:gui_monitor/server.py","Method:gui_monitor/server.py:APIHandler._handle_post#0","DEFINES",1,"",0
"Class:gui_monitor/server.py:APIHandler","Method:gui_monitor/server.py:APIHandler._handle_post#0","HAS_METHOD",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:data","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:x","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:y","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:button","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:clicks","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:delay","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:duration","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:amount","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:key","DEFINES",1,"",0
