from,to,type,confidence,reason,step
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:presses","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:text","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:use_clipboard","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:keys","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:title","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:result","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:region","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:fmt","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:quality","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:save_path","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:r","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:content_type","DEFINES",1,"",0
"File:gui_monitor/server.py","Function:gui_monitor/server.py:start_server","DEFINES",1,"",0
"File:gui_monitor/server.py","Variable:gui_monitor/server.py:server","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:_parse_region","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:parts","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_screenshot","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:debug_dir","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:region","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:hwnd","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:data","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:result","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_click","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:button","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:clicks","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_move","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_drag","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_scroll","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:x","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:y","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_type","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:text","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_key","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_hotkey","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_windows","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:windows","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:pos","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_focus","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_window_info","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_foreground","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_info","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:screen","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_cursor","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_serve","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_chat_agent","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:api_key","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_chat_learn","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_type_pinyin","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:cmd_type_unicode","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:build_parser","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:parser","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:subparsers","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:p","DEFINES",1,"",0
"File:gui_monitor/cli.py","Function:gui_monitor/cli.py:main","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:args","DEFINES",1,"",0
"File:gui_monitor/cli.py","Variable:gui_monitor/cli.py:error","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:_MODULE_DIR","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:_PROJECT_ROOT","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:DATA_DIR","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:LOG_DIR","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:SCREENSHOT_DIR","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:HISTORY_DIR","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:STYLE_FILE","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:WECHAT_SEND_KEYS","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:_ensure_dirs","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:_is_ascii","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:image_to_base64","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:image_hash","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:log_message","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:log_file","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:timestamp","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:line","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:load_style_profile","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:path","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:data","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:navigate_to_contact","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:result","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:screenshot_chat","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:region","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:analyze_screenshot","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:client","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:b64_image","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:style_prompt","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:messages","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:response","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:reply_text","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:send_reply","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:monitor_loop","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:sp","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:style_profile","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:last_hash","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:reply_count","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:minute_start","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:ss_path","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:current_hash","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:analysis","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:has_new","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:from_who","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:last_msg","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:reply","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:confidence","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:confirm","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Function:gui_monitor/chat_agent.py:learn_style","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:hdir","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:outpath","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:texts","DEFINES",1,"",0
"File:gui_monitor/chat_agent.py","Variable:gui_monitor/chat_agent.py:combined","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Variable:gui_monitor/utils/dpi.py:_initialized","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Variable:gui_monitor/utils/dpi.py:_dpi_scale","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Function:gui_monitor/utils/dpi.py:init_dpi","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Function:gui_monitor/utils/dpi.py:get_dpi_scale","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Variable:gui_monitor/utils/dpi.py:hdc","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Variable:gui_monitor/utils/dpi.py:dpi","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Function:gui_monitor/utils/dpi.py:get_screen_size","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Variable:gui_monitor/utils/dpi.py:w","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Variable:gui_monitor/utils/dpi.py:h","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Function:gui_monitor/utils/dpi.py:get_virtual_screen_size","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Variable:gui_monitor/utils/dpi.py:x","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Variable:gui_monitor/utils/dpi.py:y","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Function:gui_monitor/utils/dpi.py:get_cursor_pos","DEFINES",1,"",0
"File:gui_monitor/utils/dpi.py","Variable:gui_monitor/utils/dpi.py:point","DEFINES",1,"",0
"File:gui_monitor/utils/clipboard.py","Variable:gui_monitor/utils/clipboard.py:CF_UNICODETEXT","DEFINES",1,"",0
"File:gui_monitor/utils/clipboard.py","Variable:gui_monitor/utils/clipboard.py:GMEM_MOVEABLE","DEFINES",1,"",0
"File:gui_monitor/utils/clipboard.py","Function:gui_monitor/utils/clipboard.py:set_clipboard_text","DEFINES",1,"",0
"File:gui_monitor/utils/clipboard.py","Variable:gui_monitor/utils/clipboard.py:data","DEFINES",1,"",0
"File:gui_monitor/utils/clipboard.py","Variable:gui_monitor/utils/clipboard.py:h_mem","DEFINES",1,"",0
"File:gui_monitor/utils/clipboard.py","Variable:gui_monitor/utils/clipboard.py:p_mem","DEFINES",1,"",0
"File:gui_monitor/utils/clipboard.py","Function:gui_monitor/utils/clipboard.py:get_clipboard_text","DEFINES",1,"",0
"File:gui_monitor/utils/clipboard.py","Variable:gui_monitor/utils/clipboard.py:h_data","DEFINES",1,"",0
"File:gui_monitor/utils/clipboard.py","Variable:gui_monitor/utils/clipboard.py:p_data","DEFINES",1,"",0
"File:gui_monitor/utils/clipboard.py","Variable:gui_monitor/utils/clipboard.py:text","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:WNDENUMPROC","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:SW_RESTORE","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:SW_SHOW","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:SW_MINIMIZE","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:SW_MAXIMIZE","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:GWL_STYLE","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:GWL_EXSTYLE","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:WS_VISIBLE","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:WS_EX_TOOLWINDOW","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:WS_EX_APPWINDOW","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:_get_window_title","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:length","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:buf","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:_get_window_rect","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:rect","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:_get_class_name","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:_get_process_id","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:pid","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:_is_real_window","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:title","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:style","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:ex_style","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:list_windows","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:windows","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:callback","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:find_window","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:hwnd","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:title_lower","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:all_windows","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:pattern","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:focus_window","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:actual_title","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:get_window_info","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:move_window","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:width","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Variable:gui_monitor/core/window.py:height","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:minimize_window","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:maximize_window","DEFINES",1,"",0
"File:gui_monitor/core/window.py","Function:gui_monitor/core/window.py:get_foreground_window","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Function:gui_monitor/core/screen.py:screenshot","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Variable:gui_monitor/core/screen.py:monitor","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Variable:gui_monitor/core/screen.py:raw","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Variable:gui_monitor/core/screen.py:pil_img","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Variable:gui_monitor/core/screen.py:fmt_upper","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Variable:gui_monitor/core/screen.py:save_kwargs","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Variable:gui_monitor/core/screen.py:buf","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Function:gui_monitor/core/screen.py:screenshot_window","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Variable:gui_monitor/core/screen.py:rect","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Variable:gui_monitor/core/screen.py:region","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Function:gui_monitor/core/screen.py:get_screen_info","DEFINES",1,"",0
"File:gui_monitor/core/screen.py","Variable:gui_monitor/core/screen.py:monitors","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:INPUT_MOUSE","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:INPUT_KEYBOARD","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:MOUSEEVENTF_MOVE","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:MOUSEEVENTF_LEFTDOWN","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:MOUSEEVENTF_LEFTUP","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:MOUSEEVENTF_RIGHTDOWN","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:MOUSEEVENTF_RIGHTUP","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:MOUSEEVENTF_MIDDLEDOWN","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:MOUSEEVENTF_MIDDLEUP","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:MOUSEEVENTF_WHEEL","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:MOUSEEVENTF_ABSOLUTE","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:KEYEVENTF_KEYUP","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:KEYEVENTF_UNICODE","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:VK_MAP","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Class:gui_monitor/core/input.py:_KEYBDINPUT","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:_fields_","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Class:gui_monitor/core/input.py:_INPUT_UNION","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Class:gui_monitor/core/input.py:_INPUT","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Function:gui_monitor/core/input.py:_get_vk","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:key_lower","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:vk","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Function:gui_monitor/core/input.py:click","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Function:gui_monitor/core/input.py:move","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:steps","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:t","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:cur_x","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Variable:gui_monitor/core/input.py:cur_y","DEFINES",1,"",0
"File:gui_monitor/core/input.py","Function:gui_monitor/core/input.py:drag","DEFINES",1,"",0
